"seed","gamma3","break_mag","criterion","method","nrmse_test","nrmse_cal","coverage","width","max_log10_cond","n_params","n_train","frac_outside_hull","maha_ratio"
75002,1.5,0.3,"ReserveTW4","Huber",0.745992302814653,0.851941755638773,0.912,3.80997037595743,3.66345248878392,108,1500,0.7452,9.98899221439858
75002,1.5,0.3,"ReserveTW4","L1",1.25866019033592,0.869869061705636,0.7684,4.02773350002336,2.94761115184021,72,1500,0.7452,9.98899221439858
75003,1.5,0.3,"MSE","PMM",0.774332640143931,0.853505761679135,0.9056,3.88659454201647,3.2506964994443,72,1500,0.762,11.6662935755285
75003,1.5,0.3,"MSE","LSE",0.876091392254254,0.851604617263435,0.878,3.92653520062982,2.84693221185745,72,1500,0.762,11.6662935755285
75003,1.5,0.3,"MSE","ridge-LSE",0.875536277794879,0.85160179448451,0.8784,3.92647775547038,2.84776374722651,72,1500,0.762,11.6662935755285
75003,1.5,0.3,"MSE","Huber",0.860794475155607,0.860440972950844,0.894,4.16727651226133,2.83149331238365,72,1500,0.762,11.6662935755285
75003,1.5,0.3,"MSE","L1",1.09476468032587,0.870223903827593,0.8768,4.25958296224328,2.59026965198599,108,1500,0.762,11.6662935755285
75003,1.5,0.3,"ReserveTW4","PMM",1.33882049429821,0.845839573438019,0.6924,3.82282258309866,3.2506964994443,72,1500,0.762,11.6662935755285
75003,1.5,0.3,"ReserveTW4","LSE",0.876091392254254,0.851604617263435,0.878,3.92653520062982,2.84693221185745,72,1500,0.762,11.6662935755285
75003,1.5,0.3,"ReserveTW4","ridge-LSE",0.875536277794879,0.85160179448451,0.8784,3.92647775547038,2.84776374722651,72,1500,0.762,11.6662935755285
75003,1.5,0.3,"ReserveTW4","Huber",1.22203996189123,0.853081727323336,0.7688,4.08964450891961,2.83149331238365,72,1500,0.762,11.6662935755285
75003,1.5,0.3,"ReserveTW4","L1",1.37723442054418,0.874217632524533,0.7928,4.29527489411064,2.59026965198599,108,1500,0.762,11.6662935755285
75004,1.5,0.3,"MSE","PMM",1.63960647165418,0.857609957570668,0.806,3.7521897416609,3.23036890705336,108,1500,0.6636,9.74230676783824
75004,1.5,0.3,"MSE","LSE",2.23949628850832,0.86383253166317,0.7784,3.78288001681897,2.93816044890765,108,1500,0.6636,9.74230676783824
75004,1.5,0.3,"MSE","ridge-LSE",2.23549025517558,0.863833143437426,0.7784,3.78288297827497,2.93878682992242,108,1500,0.6636,9.74230676783824
75004,1.5,0.3,"MSE","Huber",0.779648967234271,0.863140689024839,0.9196,4.08298034470171,3.0424159761426,72,1500,0.6636,9.74230676783824
75004,1.5,0.3,"MSE","L1",1.82816580870145,0.879187932322055,0.8184,4.35086653860844,3.11144514412342,108,1500,0.6636,9.74230676783824
75004,1.5,0.3,"ReserveTW4","PMM",1.63960647165418,0.857609957570668,0.806,3.7521897416609,3.23036890705336,108,1500,0.6636,9.74230676783824
75004,1.5,0.3,"ReserveTW4","LSE",1.07280127332242,0.862287464465511,0.854,3.83116318160907,2.93816044890765,108,1500,0.6636,9.74230676783824
75004,1.5,0.3,"ReserveTW4","ridge-LSE",1.07742433004582,0.862287840608689,0.8536,3.83116734515622,2.93878682992242,108,1500,0.6636,9.74230676783824
75004,1.5,0.3,"ReserveTW4","Huber",2.66677392018139,0.864124467498997,0.7352,4.12165193116398,3.0424159761426,108,1500,0.6636,9.74230676783824
75004,1.5,0.3,"ReserveTW4","L1",0.979686009374539,0.911617888254005,0.8816,4.38950169788799,3.11144513583369,36,1500,0.6636,9.74230676783824
75005,1.5,0.3,"MSE","PMM",0.733957253214578,0.831242103142367,0.9468,4.08459163695324,3.87506860977371,108,1500,0.7032,9.90432770385627
75005,1.5,0.3,"MSE","LSE",0.781002175107635,0.834842024002059,0.934,4.08862037644286,3.30732192949077,108,1500,0.7032,9.90432770385627
75005,1.5,0.3,"MSE","ridge-LSE",0.776772553225531,0.834869456919572,0.9356,4.09171977180992,3.30841705469612,108,1500,0.7032,9.90432770385627
75005,1.5,0.3,"MSE","Huber",0.778131998901909,0.848098248197401,0.9452,4.34880568634345,3.55508027119871,72,1500,0.7032,9.90432770385627
75005,1.5,0.3,"MSE","L1",0.823294789308029,0.870925610123621,0.9332,4.5545262756134,3.79204456551838,108,1500,0.7032,9.90432770385627
75005,1.5,0.3,"ReserveTW4","PMM",0.774077575930902,0.83143623716562,0.9356,4.07416589978643,3.87506860977371,72,1500,0.7032,9.90432770385627
75005,1.5,0.3,"ReserveTW4","LSE",0.78454042151483,0.835420818627865,0.9336,4.06056340524217,3.30732192949077,72,1500,0.7032,9.90432770385627
75005,1.5,0.3,"ReserveTW4","ridge-LSE",0.784422705874872,0.835418144974547,0.9336,4.06075487757858,3.30841705469612,72,1500,0.7032,9.90432770385627
75005,1.5,0.3,"ReserveTW4","Huber",0.778131998901909,0.848098248197401,0.9452,4.34880568634345,3.55508027119871,72,1500,0.7032,9.90432770385627
75005,1.5,0.3,"ReserveTW4","L1",0.855279705734424,0.869887077703606,0.928,4.5469964550189,3.79204456551838,36,1500,0.7032,9.90432770385627
75006,1.5,0.3,"MSE","PMM",0.709160296301897,0.867724781267706,0.9452,4.01667681963585,4.43336283030495,36,1500,0.584,10.2759898098334
75006,1.5,0.3,"MSE","LSE",0.817824242687456,0.869946678747406,0.9112,4.01021130614101,3.46698164626008,108,1500,0.584,10.2759898098334
75006,1.5,0.3,"MSE","ridge-LSE",0.818571369379465,0.869948518958896,0.9112,4.00985026797702,3.46969774920052,108,1500,0.584,10.2759898098334
75006,1.5,0.3,"MSE","Huber",0.816148571110894,0.867435881543435,0.928,4.26703673552383,3.8382729230681,108,1500,0.584,10.2759898098334
75006,1.5,0.3,"MSE","L1",1.46217179803139,0.879618351899159,0.8304,4.52086769557579,2.88568742294342,108,1500,0.584,10.2759898098334
75006,1.5,0.3,"ReserveTW4","PMM",1.00634345247314,0.867915699710526,0.8528,3.98473687781329,4.43336283030495,108,1500,0.584,10.2759898098334
75006,1.5,0.3,"ReserveTW4","LSE",0.817824242687456,0.869946678747406,0.9112,4.01021130614101,3.46698164626008,108,1500,0.584,10.2759898098334
75006,1.5,0.3,"ReserveTW4","ridge-LSE",0.818571369379465,0.869948518958896,0.9112,4.00985026797702,3.46969774920052,108,1500,0.584,10.2759898098334
75006,1.5,0.3,"ReserveTW4","Huber",1.30761279449179,0.875808049065595,0.7584,4.20142328180352,3.8382729230681,72,1500,0.584,10.2759898098334
75006,1.5,0.3,"ReserveTW4","L1",1.3506488110068,0.882218965894191,0.7892,4.43583434167159,2.88568742294342,72,1500,0.584,10.2759898098334
75007,1.5,0.3,"MSE","PMM",1.99124822613112,0.892673469111202,0.7616,4.71102315819029,3.90117220095322,108,1500,0.6432,10.7817375712851
75007,1.5,0.3,"MSE","LSE",0.825562406079539,0.895180074329611,0.9368,4.76860853280403,3.28092799927495,108,1500,0.6432,10.7817375712851
75007,1.5,0.3,"MSE","ridge-LSE",0.822240325952813,0.895171368773347,0.9372,4.76906572956615,3.28377470008306,108,1500,0.6432,10.7817375712851
75007,1.5,0.3,"MSE","Huber",0.870843987649731,0.904214810782255,0.9408,4.95215735635144,3.68738743005703,108,1500,0.6432,10.7817375712851
75007,1.5,0.3,"MSE","L1",1.03976839635305,0.927161201567831,0.93,5.22445032905928,3.74894159141631,108,1500,0.6432,10.7817375712851
75007,1.5,0.3,"ReserveTW4","PMM",1.99124822613106,0.892673469111202,0.7616,4.71102315819029,3.90117220095322,108,1500,0.6432,10.7817375712851
75007,1.5,0.3,"ReserveTW4","LSE",0.789727488731413,0.894489255615843,0.9388,4.79905358868497,3.28092799927495,36,1500,0.6432,10.7817375712851
75007,1.5,0.3,"ReserveTW4","ridge-LSE",0.789727616930837,0.894489117506967,0.9388,4.79905611233079,3.28377470008306,36,1500,0.6432,10.7817375712851
75007,1.5,0.3,"ReserveTW4","Huber",8.67187722643355,0.905273071376088,0.6488,5.08125572142747,3.68738743005703,108,1500,0.6432,10.7817375712851
75007,1.5,0.3,"ReserveTW4","L1",0.780697218787159,0.925646651351923,0.9512,5.14000555799406,3.74894159141631,36,1500,0.6432,10.7817375712851
75008,1.5,0.3,"MSE","PMM",0.742013045805387,0.842667986178309,0.968,4.6688228599551,4.27299163585558,72,1500,0.5864,11.5408598123054
75008,1.5,0.3,"MSE","LSE",1.00172360305522,0.842350295224113,0.9184,4.69936449877749,3.71255091238836,108,1500,0.5864,11.5408598123054
75008,1.5,0.3,"MSE","ridge-LSE",1.02067902536543,0.842282431100044,0.908,4.6991924474077,3.71242855559351,108,1500,0.5864,11.5408598123054
75008,1.5,0.3,"MSE","Huber",0.873674590024007,0.854000721810181,0.958,4.95117852686421,3.79416454689308,108,1500,0.5864,11.5408598123054
75008,1.5,0.3,"MSE","L1",0.794299299722007,0.870583534640062,0.9744,5.07539771795419,3.63692553247506,108,1500,0.5864,11.5408598123054
75008,1.5,0.3,"ReserveTW4","PMM",0.74517859225961,0.842111474772166,0.9692,4.69165013935091,4.27299163585558,36,1500,0.5864,11.5408598123054
75008,1.5,0.3,"ReserveTW4","LSE",1.10286445259496,0.843236762421764,0.8852,4.73139485774889,3.71255091238836,72,1500,0.5864,11.5408598123054
75008,1.5,0.3,"ReserveTW4","ridge-LSE",1.10286917040638,0.843238592304258,0.8852,4.73156077741161,3.71242855559351,72,1500,0.5864,11.5408598123054
75008,1.5,0.3,"ReserveTW4","Huber",0.792794788068123,0.855661562428229,0.9752,4.99016199628702,3.79416454689308,72,1500,0.5864,11.5408598123054
75008,1.5,0.3,"ReserveTW4","L1",0.794300468344129,0.870583542118323,0.9744,5.07539778893123,3.63692553247506,108,1500,0.5864,11.5408598123054
75009,1.5,0.3,"MSE","PMM",0.8046947978997,0.857384854406513,0.8996,3.41852249496339,3.30477259546018,108,1500,0.4808,10.487108602722
75009,1.5,0.3,"MSE","LSE",15.6866467330111,0.864606494168821,0.4392,3.48539763865474,3.11597431646288,108,1500,0.4808,10.487108602722
75009,1.5,0.3,"MSE","ridge-LSE",7.84303215471408,0.864444406515636,0.566,3.51098943865575,3.11730587029341,108,1500,0.4808,10.487108602722
75009,1.5,0.3,"MSE","Huber",1.01539855666266,0.853548924116435,0.8632,3.70042746405582,2.98700034391918,108,1500,0.4808,10.487108602722
75009,1.5,0.3,"MSE","L1",1.18800028448866,0.865599606820598,0.8556,3.92701755582799,2.88276941319959,108,1500,0.4808,10.487108602722
75009,1.5,0.3,"ReserveTW4","PMM",0.8046947978997,0.857384854406513,0.8996,3.41852249496339,3.30477259546018,108,1500,0.4808,10.487108602722
75009,1.5,0.3,"ReserveTW4","LSE",15.6866467330111,0.864606494168821,0.4392,3.48539763865474,3.11597431646288,108,1500,0.4808,10.487108602722
75009,1.5,0.3,"ReserveTW4","ridge-LSE",7.84303215471408,0.864444406515636,0.566,3.51098943865575,3.11730587029341,108,1500,0.4808,10.487108602722
75009,1.5,0.3,"ReserveTW4","Huber",1.01539855666266,0.853548924116435,0.8632,3.70042746405582,2.98700034391918,108,1500,0.4808,10.487108602722
75009,1.5,0.3,"ReserveTW4","L1",0.733633266790566,0.868374523395502,0.9492,3.93323815698184,2.88276941319959,72,1500,0.4808,10.487108602722
75010,1.5,0.3,"MSE","PMM",0.802045254346357,0.881682063529703,0.9136,4.23297769188279,3.63805673662531,72,1500,0.6552,10.6720149001082
75010,1.5,0.3,"MSE","LSE",1.50089565184316,0.87993509423737,0.7984,4.22676027504907,3.70683315478476,108,1500,0.6552,10.6720149001082
75010,1.5,0.3,"MSE","ridge-LSE",1.47917038801036,0.879939912417713,0.8004,4.22688036986535,3.70723560993545,108,1500,0.6552,10.6720149001082
75010,1.5,0.3,"MSE","Huber",0.847389150607993,0.88942081925172,0.912,4.48191082631878,3.6279324967068,72,1500,0.6552,10.6720149001082
75010,1.5,0.3,"MSE","L1",0.836342112508312,0.906626351511379,0.924,4.66313382091065,3.12199652166408,36,1500,0.6552,10.6720149001082
75010,1.5,0.3,"ReserveTW4","PMM",0.7731508926682,0.882550821291269,0.9248,4.20568899296556,3.63805673662531,108,1500,0.6552,10.6720149001082
75010,1.5,0.3,"ReserveTW4","LSE",0.760879153343072,0.880159273448037,0.9284,4.27288757724821,3.70683315478475,36,1500,0.6552,10.6720149001082
75010,1.5,0.3,"ReserveTW4","ridge-LSE",0.760879084125605,0.880159315818769,0.9284,4.27288370995564,3.70723560993546,36,1500,0.6552,10.6720149001082
75010,1.5,0.3,"ReserveTW4","Huber",1.70960552746707,0.890345624052077,0.82,4.4557464516887,3.6279324967068,108,1500,0.6552,10.6720149001082
75010,1.5,0.3,"ReserveTW4","L1",0.823660006097615,0.906041142930717,0.9308,4.66101826135295,3.12199652166408,72,1500,0.6552,10.6720149001082
75011,1.5,0.3,"MSE","PMM",0.800283044378012,0.822319583693904,0.8904,3.83815690155485,3.95644305098514,36,1500,0.7732,11.0051084490755
75011,1.5,0.3,"MSE","LSE",1.03413641853686,0.824352772364752,0.8156,3.92122477198139,3.36596790927236,36,1500,0.7732,11.0051084490755
75011,1.5,0.3,"MSE","ridge-LSE",1.03412953814807,0.824352794414915,0.8156,3.92123100768965,3.3682120244486,36,1500,0.7732,11.0051084490755
75011,1.5,0.3,"MSE","Huber",0.979411543849628,0.83861769595747,0.8524,4.15037244160715,3.50350425769853,36,1500,0.7732,11.0051084490755
75011,1.5,0.3,"MSE","L1",1.28445797466384,0.859719915885434,0.8196,4.32913576895988,2.84367854115359,108,1500,0.7732,11.0051084490755
75011,1.5,0.3,"ReserveTW4","PMM",11.3189441997367,0.825009992454649,0.5556,3.84302911447415,3.95644305098513,108,1500,0.7732,11.0051084490755
75011,1.5,0.3,"ReserveTW4","LSE",1.03413641853686,0.824352772364752,0.8156,3.92122477198139,3.36596790927236,36,1500,0.7732,11.0051084490755
75011,1.5,0.3,"ReserveTW4","ridge-LSE",1.03412953814807,0.824352794414915,0.8156,3.92123100768965,3.3682120244486,36,1500,0.7732,11.0051084490755
75011,1.5,0.3,"ReserveTW4","Huber",13.5809841511238,0.841709836594519,0.5284,4.14963502001321,3.50350425769853,108,1500,0.7732,11.0051084490755
75011,1.5,0.3,"ReserveTW4","L1",1.33072718731542,0.864423103288637,0.8064,4.34604734867825,2.84367854115359,72,1500,0.7732,11.0051084490755
75012,1.5,0.3,"MSE","PMM",8.52952091660686,0.881869985723134,0.6024,3.99216668907914,4.12093786936856,108,1500,0.6936,10.9719591162001
75012,1.5,0.3,"MSE","LSE",7.18496193765733,0.883096117270532,0.6672,4.034755068447,3.50745533899096,108,1500,0.6936,10.9719591162001
75012,1.5,0.3,"MSE","ridge-LSE",1.05797018331747,0.882424903222166,0.8972,4.03010079067538,3.50944477971046,108,1500,0.6936,10.9719591162001
75012,1.5,0.3,"MSE","Huber",0.846105576657899,0.895117903055576,0.922,4.24823027911403,3.66118717287098,108,1500,0.6936,10.9719591162001
75012,1.5,0.3,"MSE","L1",0.80248472736216,0.920236721371271,0.9448,4.4636443207108,2.8329188110886,72,1500,0.6936,10.9719591162001
75012,1.5,0.3,"ReserveTW4","PMM",8.52952091660686,0.881869985723134,0.6024,3.99216668907914,4.12093786936856,108,1500,0.6936,10.9719591162001
75012,1.5,0.3,"ReserveTW4","LSE",7.18496193765808,0.883096117270532,0.6672,4.03475506844699,3.50745533899095,108,1500,0.6936,10.9719591162001
75012,1.5,0.3,"ReserveTW4","ridge-LSE",1.05797018331772,0.882424903222168,0.8972,4.0301007906754,3.50944477971046,108,1500,0.6936,10.9719591162001
75012,1.5,0.3,"ReserveTW4","Huber",0.846105576995564,0.895117903055666,0.922,4.24823027912758,3.66118717287096,108,1500,0.6936,10.9719591162001
75012,1.5,0.3,"ReserveTW4","L1",2.66142008942987,0.923934156177279,0.844,4.50583789248926,2.8329188110886,108,1500,0.6936,10.9719591162001
75013,1.5,0.3,"MSE","PMM",0.916161919141535,0.868982330828948,0.8984,4.28713906867211,2.81351513440753,108,1500,0.748,10.7265985270835
75013,1.5,0.3,"MSE","LSE",2.25656694517226,0.869840717010315,0.6824,4.26556147238658,3.08712517739732,108,1500,0.748,10.7265985270835
75013,1.5,0.3,"MSE","ridge-LSE",2.22019594496493,0.869829198332376,0.6872,4.26513622874325,3.08815601214074,108,1500,0.748,10.7265985270835
75013,1.5,0.3,"MSE","Huber",1.39921364256898,0.882584684787205,0.7996,4.50190007589325,2.77770064014369,108,1500,0.748,10.7265985270835
75013,1.5,0.3,"MSE","L1",0.900349525117016,0.899095737829672,0.9196,4.62539626496531,2.36826098248255,108,1500,0.748,10.7265985270835
75013,1.5,0.3,"ReserveTW4","PMM",0.916161919141535,0.868982330828948,0.8984,4.28713906867211,2.81351513440753,108,1500,0.748,10.7265985270835
75013,1.5,0.3,"ReserveTW4","LSE",2.25656694517234,0.869840717010315,0.6824,4.26556147238658,3.08712517739732,108,1500,0.748,10.7265985270835
75013,1.5,0.3,"ReserveTW4","ridge-LSE",2.22019594496686,0.869829198332377,0.6872,4.26513622874324,3.08815601214074,108,1500,0.748,10.7265985270835
75013,1.5,0.3,"ReserveTW4","Huber",1.39921364256898,0.882584684787205,0.7996,4.50190007589325,2.77770064014369,108,1500,0.748,10.7265985270835
75013,1.5,0.3,"ReserveTW4","L1",0.913155734332435,0.9003684563205,0.9156,4.69087647848658,2.36826098248255,108,1500,0.748,10.7265985270835
75014,1.5,0.3,"MSE","PMM",0.765920218634009,0.884313352536075,0.9492,4.50487008507201,4.10041364007596,72,1500,0.7476,9.76442427360569
75014,1.5,0.3,"MSE","LSE",0.753096773415448,0.88445310603294,0.9428,4.53225893686576,3.75729865565226,36,1500,0.7476,9.76442427360569
75014,1.5,0.3,"MSE","ridge-LSE",0.753097584769953,0.884453039210008,0.9428,4.53226119609253,3.75781240042917,36,1500,0.7476,9.76442427360569
75014,1.5,0.3,"MSE","Huber",0.757501507551672,0.897831184638554,0.9484,4.77055218752448,3.65422272303588,36,1500,0.7476,9.76442427360569
75014,1.5,0.3,"MSE","L1",0.813406168879527,0.912456227082446,0.9492,4.89482379492617,3.91957188311912,72,1500,0.7476,9.76442427360569
75014,1.5,0.3,"ReserveTW4","PMM",0.723068769832987,0.884602267067713,0.9512,4.51942653137522,4.10041364007596,36,1500,0.7476,9.76442427360569
75014,1.5,0.3,"ReserveTW4","LSE",1.2530848194311,0.886108784363291,0.8772,4.5195576084808,3.75729865565226,108,1500,0.7476,9.76442427360569
75014,1.5,0.3,"ReserveTW4","ridge-LSE",1.22077073628031,0.885944019320102,0.8816,4.52008414970922,3.75781240042917,108,1500,0.7476,9.76442427360569
75014,1.5,0.3,"ReserveTW4","Huber",0.973369812513055,0.897030389367706,0.9124,4.72612378166241,3.65422272303588,108,1500,0.7476,9.76442427360569
75014,1.5,0.3,"ReserveTW4","L1",0.777710490851483,0.912668121331484,0.9464,4.88536078879657,3.91957188311912,36,1500,0.7476,9.76442427360569
75015,1.5,0.3,"MSE","PMM",0.811657817330606,0.792593005787286,0.8552,3.23896649898438,3.19993398383281,108,1500,0.7796,11.0530278603965
75015,1.5,0.3,"MSE","LSE",0.908033393362258,0.791539042651503,0.806,3.21767157929476,3.71473071355772,108,1500,0.7796,11.0530278603965
75015,1.5,0.3,"MSE","ridge-LSE",0.896597455587472,0.79125612371555,0.8116,3.22088871227919,3.71559864230969,72,1500,0.7796,11.0530278603965
75015,1.5,0.3,"MSE","Huber",0.893113725938304,0.793457728447366,0.8372,3.46026015823194,3.36170983222638,108,1500,0.7796,11.0530278603965
75015,1.5,0.3,"MSE","L1",0.914136701398621,0.808060562028921,0.8472,3.6651484820089,3.23353968591521,72,1500,0.7796,11.0530278603965
75015,1.5,0.3,"ReserveTW4","PMM",0.863051467336583,0.791097305443161,0.8332,3.24247575018039,3.19993398383281,36,1500,0.7796,11.0530278603965
75015,1.5,0.3,"ReserveTW4","LSE",0.960569874377038,0.790535273109398,0.7844,3.23271623103292,3.71473071355772,36,1500,0.7796,11.0530278603965
75015,1.5,0.3,"ReserveTW4","ridge-LSE",0.960570808416881,0.790535459855714,0.7844,3.23272128376999,3.71559864230969,36,1500,0.7796,11.0530278603965
75015,1.5,0.3,"ReserveTW4","Huber",0.893113725938304,0.793457728447366,0.8372,3.46026015823194,3.36170983222638,108,1500,0.7796,11.0530278603965
75015,1.5,0.3,"ReserveTW4","L1",0.943025579054045,0.80876179190104,0.8412,3.65627736210188,3.23353968591521,108,1500,0.7796,11.0530278603965
75016,1.5,0.3,"MSE","PMM",0.756647992991497,0.838055667041043,0.9444,3.83896486480687,4.06000729760125,108,1500,0.8112,9.78453638994295
75016,1.5,0.3,"MSE","LSE",0.708617788631506,0.840111963516664,0.9408,3.78256968430783,3.4294684488629,36,1500,0.8112,9.78453638994295
75016,1.5,0.3,"MSE","ridge-LSE",0.708618892522431,0.840112185143375,0.9408,3.78256452081691,3.42951740537959,36,1500,0.8112,9.78453638994295
75016,1.5,0.3,"MSE","Huber",0.79200437215126,0.841233751178101,0.9404,4.00405734311577,3.98154956816355,108,1500,0.8112,9.78453638994295
75016,1.5,0.3,"MSE","L1",1.17995795380154,0.857765564918186,0.8068,4.39034123558821,3.85164716990029,72,1500,0.8112,9.78453638994295
75016,1.5,0.3,"ReserveTW4","PMM",1.18413552041781,0.845513156629073,0.7616,3.99091274235126,4.06000729760125,72,1500,0.8112,9.78453638994295
75016,1.5,0.3,"ReserveTW4","LSE",0.732524065817411,0.840633746368074,0.938,3.67204769745006,3.42946844886291,108,1500,0.8112,9.78453638994295
75016,1.5,0.3,"ReserveTW4","ridge-LSE",0.731982709555165,0.840640476207398,0.9384,3.67270622871307,3.42951740537959,108,1500,0.8112,9.78453638994295
75016,1.5,0.3,"ReserveTW4","Huber",1.12463672449712,0.852099795641118,0.8224,4.28329199146442,3.98154956816355,72,1500,0.8112,9.78453638994295
75016,1.5,0.3,"ReserveTW4","L1",1.01476630334994,0.860755849298729,0.852,4.24184883334125,3.85164716990029,108,1500,0.8112,9.78453638994295
75017,1.5,0.3,"MSE","PMM",0.72549572306107,0.811627985910914,0.94,3.76398526871012,2.98185589889277,72,1500,0.6348,10.4579249351499
75017,1.5,0.3,"MSE","LSE",0.747979571863722,0.812963769529199,0.9256,3.70225500234072,2.66167788541794,72,1500,0.6348,10.4579249351499
75017,1.5,0.3,"MSE","ridge-LSE",0.747972135400225,0.812962409605493,0.9256,3.7023096845358,2.66464351216181,72,1500,0.6348,10.4579249351499
75017,1.5,0.3,"MSE","Huber",0.729510452236124,0.815045104324805,0.942,3.96960634591099,2.47512624030028,72,1500,0.6348,10.4579249351499
75017,1.5,0.3,"MSE","L1",0.737903351227846,0.830419958690888,0.942,4.14707759046157,2.27725712833194,72,1500,0.6348,10.4579249351499
75017,1.5,0.3,"ReserveTW4","PMM",1.84161411196661,0.825740338521372,0.5364,3.65882989372176,2.98185589889277,72,1500,0.6348,10.4579249351499
75017,1.5,0.3,"ReserveTW4","LSE",11.087254629495,0.813513905281995,0.4864,3.58501687305192,2.66167788541794,108,1500,0.6348,10.4579249351499
75017,1.5,0.3,"ReserveTW4","ridge-LSE",10.9212888060333,0.813447105373248,0.4876,3.58539809256356,2.66464351216181,108,1500,0.6348,10.4579249351499
75017,1.5,0.3,"ReserveTW4","Huber",2.65994555541299,0.843723231641292,0.4368,3.86406093977198,2.47512624030028,72,1500,0.6348,10.4579249351499
75017,1.5,0.3,"ReserveTW4","L1",10.3364496535599,0.835864625224718,0.5988,4.06522031810965,2.27725712833194,108,1500,0.6348,10.4579249351499
75018,1.5,0.3,"MSE","PMM",0.731084830502255,0.867475963690931,0.9596,4.42550281164501,3.34324357031038,36,1500,0.5304,10.8239382759108
75018,1.5,0.3,"MSE","LSE",0.707547332514871,0.868261732194676,0.9596,4.42774785937294,2.9280512485351,36,1500,0.5304,10.8239382759108
75018,1.5,0.3,"MSE","ridge-LSE",0.707548363569168,0.868261868151396,0.9596,4.42774828300555,2.92951900560233,36,1500,0.5304,10.8239382759108
75018,1.5,0.3,"MSE","Huber",0.728584061592043,0.87916824447829,0.9652,4.70824735584808,2.81287468536593,36,1500,0.5304,10.8239382759108
75018,1.5,0.3,"MSE","L1",0.76403793828245,0.892595469199663,0.956,4.85836751258022,2.40400708409591,36,1500,0.5304,10.8239382759108
75018,1.5,0.3,"ReserveTW4","PMM",1.26400635637987,0.873958345452621,0.7796,4.29841361167611,3.34324357031038,72,1500,0.5304,10.8239382759108
75018,1.5,0.3,"ReserveTW4","LSE",1.26033183765593,0.879309348403488,0.7712,4.22262789374101,2.9280512485351,72,1500,0.5304,10.8239382759108
75018,1.5,0.3,"ReserveTW4","ridge-LSE",1.26196809468133,0.879311331352598,0.7712,4.22273118667928,2.92951900560233,72,1500,0.5304,10.8239382759108
75018,1.5,0.3,"ReserveTW4","Huber",1.18892632303867,0.888568278455468,0.8236,4.51637359161633,2.81287468536593,72,1500,0.5304,10.8239382759108
