"seed","gamma3","break_mag","innov","criterion","method","nrmse_test","nrmse_cal","coverage","width","max_log10_cond","pmm2_share","pmm3_share","n_params","n_train","frac_outside_hull","maha_ratio"
75009,0,0.3,"platy","ReserveTW4","PMM",1.88006518053193,0.856175467090352,0.6456,3.26857149279501,3.63956734176098,0,0.888888888888889,108,1500,0.4808,10.487108602722
75009,0,0.3,"platy","ReserveTW4","LSE",5.01977609021048,0.850507260399513,0.5692,3.2238577092504,3.47895853905499,0,0,108,1500,0.4808,10.487108602722
75009,0,0.3,"platy","ReserveTW4","ridge-LSE",0.735132832241636,0.852051236246084,0.8752,3.23951432518438,3.47955410966254,0,0,36,1500,0.4808,10.487108602722
75009,0,0.3,"platy","ReserveTW4","Huber",6.69381425459524,0.85037152713048,0.516,3.23198176922525,3.45424926640271,0,0,108,1500,0.4808,10.487108602722
75009,0,0.3,"platy","ReserveTW4","L1",30.1490076518585,0.853120633107111,0.212,3.29202018965461,2.86030301610717,0,0,108,1500,0.4808,10.487108602722
75010,0,0.3,"platy","MSE","PMM",0.873017363662367,0.872101869263172,0.7792,3.32070811478188,4.4970953313668,0,0.888888888888889,108,1500,0.6552,10.6720149001082
75010,0,0.3,"platy","MSE","LSE",0.940078256458551,0.872207722853329,0.7184,3.2824267671199,3.18587362514101,0,0,36,1500,0.6552,10.6720149001082
75010,0,0.3,"platy","MSE","ridge-LSE",0.940075321683733,0.872207586337079,0.7184,3.28243274337088,3.18675086656739,0,0,36,1500,0.6552,10.6720149001082
75010,0,0.3,"platy","MSE","Huber",0.946260724023454,0.872249872576898,0.7144,3.28270688595398,3.1666940238343,0,0,36,1500,0.6552,10.6720149001082
75010,0,0.3,"platy","MSE","L1",1.08197861912613,0.873473091951308,0.638,3.28164219161899,2.87466356901392,0,0,36,1500,0.6552,10.6720149001082
75010,0,0.3,"platy","ReserveTW4","PMM",0.80342653249475,0.872120170099788,0.8216,3.31096151891542,4.49709533136678,0,0.888888888888889,108,1500,0.6552,10.6720149001082
75010,0,0.3,"platy","ReserveTW4","LSE",0.940078256458551,0.872207722853329,0.7184,3.2824267671199,3.18587362514101,0,0,36,1500,0.6552,10.6720149001082
75010,0,0.3,"platy","ReserveTW4","ridge-LSE",0.940075321683733,0.872207586337079,0.7184,3.28243274337088,3.18675086656739,0,0,36,1500,0.6552,10.6720149001082
75010,0,0.3,"platy","ReserveTW4","Huber",0.946260724023454,0.872249872576898,0.7144,3.28270688595398,3.1666940238343,0,0,36,1500,0.6552,10.6720149001082
75010,0,0.3,"platy","ReserveTW4","L1",1.08197861912613,0.873473091951308,0.638,3.28164219161899,2.87466356901392,0,0,36,1500,0.6552,10.6720149001082
75011,0,0.3,"platy","MSE","PMM",1.19938508803146,0.85498935114064,0.7056,3.3854684220759,4.12789493162437,0,0.888888888888889,72,1500,0.7732,11.0051084490755
75011,0,0.3,"platy","MSE","LSE",6.10247046823069,0.856282713223782,0.6896,3.3153153286581,3.93645407802142,0,0,108,1500,0.7732,11.0051084490755
75011,0,0.3,"platy","MSE","ridge-LSE",1.1833024215092,0.85476567129017,0.7192,3.29727406728089,3.94123312194384,0,0,108,1500,0.7732,11.0051084490755
75011,0,0.3,"platy","MSE","Huber",5.15986094091769,0.857474574475808,0.7008,3.30517762816977,3.84223657480758,0,0,108,1500,0.7732,11.0051084490755
75011,0,0.3,"platy","MSE","L1",3.36750214432679,0.857632558074986,0.6588,3.32031563875256,3.21492315326407,0,0,108,1500,0.7732,11.0051084490755
75011,0,0.3,"platy","ReserveTW4","PMM",2.70623484437787,0.856295903719645,0.6352,3.3358165811747,4.1278949316244,0,0.888888888888889,108,1500,0.7732,11.0051084490755
75011,0,0.3,"platy","ReserveTW4","LSE",3.99261744446711,0.862978984394752,0.5372,3.33279114891201,3.93645407802141,0,0,108,1500,0.7732,11.0051084490755
75011,0,0.3,"platy","ReserveTW4","ridge-LSE",3.76358831313254,0.862318403210738,0.546,3.33514740179709,3.94123312194384,0,0,108,1500,0.7732,11.0051084490755
75011,0,0.3,"platy","ReserveTW4","Huber",3.01220021728421,0.860660185767109,0.6044,3.30564843637627,3.84223657480758,0,0,108,1500,0.7732,11.0051084490755
75011,0,0.3,"platy","ReserveTW4","L1",6.02457874339214,0.866320238022493,0.49,3.37732867785979,3.21492315326407,0,0,108,1500,0.7732,11.0051084490755
75012,0,0.3,"platy","MSE","PMM",0.759220117670206,0.84253685414835,0.8736,3.25036004623051,3.8766350797088,0,0.888888888888889,108,1500,0.6936,10.9719591162001
75012,0,0.3,"platy","MSE","LSE",0.774907130081897,0.844180130364862,0.8512,3.24749946042219,3.19867869232825,0,0,108,1500,0.6936,10.9719591162001
75012,0,0.3,"platy","MSE","ridge-LSE",0.772029311004559,0.844199051156349,0.8524,3.24764944754818,3.19989818229177,0,0,108,1500,0.6936,10.9719591162001
75012,0,0.3,"platy","MSE","Huber",0.824257712995388,0.8441679770256,0.8124,3.2475684488035,3.28986313502684,0,0,108,1500,0.6936,10.9719591162001
75012,0,0.3,"platy","MSE","L1",1.39324088460834,0.844542928946319,0.6832,3.24833110753536,2.66720124905147,0,0,108,1500,0.6936,10.9719591162001
75012,0,0.3,"platy","ReserveTW4","PMM",0.759220117670206,0.84253685414835,0.8736,3.25036004623051,3.8766350797088,0,0.888888888888889,108,1500,0.6936,10.9719591162001
75012,0,0.3,"platy","ReserveTW4","LSE",0.726970042601118,0.844275977425428,0.8956,3.28128708010903,3.19867869232825,0,0,36,1500,0.6936,10.9719591162001
75012,0,0.3,"platy","ReserveTW4","ridge-LSE",0.726970671419907,0.844276116554423,0.8956,3.2812927029468,3.19989818229177,0,0,36,1500,0.6936,10.9719591162001
75012,0,0.3,"platy","ReserveTW4","Huber",0.727271187723665,0.84435394846475,0.8956,3.28276888132879,3.28986313502684,0,0,36,1500,0.6936,10.9719591162001
75012,0,0.3,"platy","ReserveTW4","L1",0.81139490385615,0.844579844912866,0.864,3.28912453916745,2.66720124905147,0,0,108,1500,0.6936,10.9719591162001
75013,0,0.3,"platy","MSE","PMM",1.2860530286135,0.888754895200224,0.6656,3.37256296104182,4.02542628735594,0,0.888888888888889,72,1500,0.748,10.7265985270835
75013,0,0.3,"platy","MSE","LSE",1.15092596690423,0.888358491348741,0.7132,3.31674400385709,3.75964010641331,0,0,108,1500,0.748,10.7265985270835
75013,0,0.3,"platy","MSE","ridge-LSE",1.14026664389669,0.888349351797806,0.714,3.30927912243427,3.76117997133697,0,0,108,1500,0.748,10.7265985270835
75013,0,0.3,"platy","MSE","Huber",1.31796316263845,0.888576619864141,0.67,3.32668840103857,3.71519049770387,0,0,108,1500,0.748,10.7265985270835
75013,0,0.3,"platy","MSE","L1",0.798814883083904,0.888854297950935,0.8492,3.33149055418452,3.48791864908418,0,0,36,1500,0.748,10.7265985270835
75013,0,0.3,"platy","ReserveTW4","PMM",0.724585346427949,0.8856983270651,0.902,3.28197856640983,4.02542628735594,0,0.888888888888889,36,1500,0.748,10.7265985270835
75013,0,0.3,"platy","ReserveTW4","LSE",0.797240991223313,0.88694298057817,0.8492,3.2979150779102,3.75964010641331,0,0,36,1500,0.748,10.7265985270835
75013,0,0.3,"platy","ReserveTW4","ridge-LSE",0.797241484068953,0.886942879183165,0.8492,3.29791080080943,3.76117997133697,0,0,36,1500,0.748,10.7265985270835
75013,0,0.3,"platy","ReserveTW4","Huber",0.807823144525394,0.887150971057592,0.842,3.29566322897069,3.71519049770387,0,0,36,1500,0.748,10.7265985270835
75013,0,0.3,"platy","ReserveTW4","L1",0.798814883083904,0.888854297950935,0.8492,3.33149055418452,3.48791864908418,0,0,36,1500,0.748,10.7265985270835
75014,0,0.3,"platy","MSE","PMM",2.08535848083881,0.89030926915452,0.6212,3.2438803719385,3.73627164148692,0,0.777777777777778,108,1500,0.7476,9.76442427360569
75014,0,0.3,"platy","MSE","LSE",0.709147376092337,0.89210591673847,0.9056,3.26631812918384,3.54118515554028,0,0,36,1500,0.7476,9.76442427360569
75014,0,0.3,"platy","MSE","ridge-LSE",0.709148012039699,0.892105640111588,0.9056,3.26631031103709,3.5412226175429,0,0,36,1500,0.7476,9.76442427360569
75014,0,0.3,"platy","MSE","Huber",0.709108698802962,0.892110497843801,0.9056,3.26668026287077,3.54846836439091,0,0,36,1500,0.7476,9.76442427360569
75014,0,0.3,"platy","MSE","L1",0.75413219501632,0.891601646504512,0.8612,3.22114170931542,2.86457775819918,0,0,36,1500,0.7476,9.76442427360569
75014,0,0.3,"platy","ReserveTW4","PMM",1.45551872838267,0.913315143572483,0.634,3.30908043769461,3.73627164148692,0,0.777777777777778,72,1500,0.7476,9.76442427360569
75014,0,0.3,"platy","ReserveTW4","LSE",6.01794580624899,0.89358002420081,0.4636,3.2600451714897,3.54118515554028,0,0,108,1500,0.7476,9.76442427360569
75014,0,0.3,"platy","ReserveTW4","ridge-LSE",5.85534793089184,0.893237534312307,0.466,3.26096961957406,3.5412226175429,0,0,108,1500,0.7476,9.76442427360569
75014,0,0.3,"platy","ReserveTW4","Huber",4.73165807802395,0.892053869814708,0.5044,3.26067235844612,3.54846836439091,0,0,108,1500,0.7476,9.76442427360569
75014,0,0.3,"platy","ReserveTW4","L1",6.91698184752034,0.905604129759895,0.5668,3.26913422166787,2.86457775819918,0,0,108,1500,0.7476,9.76442427360569
75015,0,0.3,"platy","MSE","PMM",0.732863784162052,0.813486106513229,0.8992,3.34259384150068,3.23094218773284,0,0.888888888888889,36,1500,0.7796,11.0530278603965
75015,0,0.3,"platy","MSE","LSE",0.717559699427153,0.81615333313389,0.9172,3.38429937672702,3.44292266632194,0,0,36,1500,0.7796,11.0530278603965
75015,0,0.3,"platy","MSE","ridge-LSE",0.717559542757649,0.816153177607726,0.9172,3.38429671889489,3.44369663594634,0,0,36,1500,0.7796,11.0530278603965
75015,0,0.3,"platy","MSE","Huber",0.717664511226806,0.816261911730663,0.9168,3.38375774805679,3.38500592823955,0,0,36,1500,0.7796,11.0530278603965
75015,0,0.3,"platy","MSE","L1",0.749821786982669,0.818923644636439,0.8844,3.37157320812054,2.6757537369558,0,0,36,1500,0.7796,11.0530278603965
75015,0,0.3,"platy","ReserveTW4","PMM",4.43176403494049,0.81413719760713,0.472,3.33761091804872,3.23094218773283,0,0.888888888888889,108,1500,0.7796,11.0530278603965
75015,0,0.3,"platy","ReserveTW4","LSE",0.732162068618643,0.815138919733417,0.904,3.39621470796887,3.44292266632194,0,0,72,1500,0.7796,11.0530278603965
75015,0,0.3,"platy","ReserveTW4","ridge-LSE",0.732104677178494,0.815139369561699,0.904,3.39634484280479,3.44369663594634,0,0,72,1500,0.7796,11.0530278603965
75015,0,0.3,"platy","ReserveTW4","Huber",0.741299397094083,0.815057466754366,0.8988,3.38665111348533,3.38500592823955,0,0,72,1500,0.7796,11.0530278603965
75015,0,0.3,"platy","ReserveTW4","L1",0.754457358722161,0.818269186474869,0.8832,3.38309192002871,2.6757537369558,0,0,72,1500,0.7796,11.0530278603965
75016,0,0.3,"platy","MSE","PMM",0.732523216907315,0.862727826328013,0.8788,3.31271437343522,3.31387281299365,0,0.888888888888889,36,1500,0.8112,9.78453638994295
75016,0,0.3,"platy","MSE","LSE",0.7628973333617,0.870100308778623,0.866,3.32221438134758,3.45979465408034,0,0,72,1500,0.8112,9.78453638994295
75016,0,0.3,"platy","MSE","ridge-LSE",0.762814279384673,0.870105872532418,0.866,3.32223074193946,3.46120337799822,0,0,72,1500,0.8112,9.78453638994295
75016,0,0.3,"platy","MSE","Huber",0.766244287459111,0.870404441833771,0.8656,3.32043534179376,3.36807131912838,0,0,72,1500,0.8112,9.78453638994295
75016,0,0.3,"platy","MSE","L1",0.80137984671028,0.874827815536657,0.8528,3.38798246374526,2.33632274093954,0,0,36,1500,0.8112,9.78453638994295
75016,0,0.3,"platy","ReserveTW4","PMM",0.937624867273943,0.86396797641189,0.8276,3.32344252655607,3.31387281299365,0,0.888888888888889,108,1500,0.8112,9.78453638994295
75016,0,0.3,"platy","ReserveTW4","LSE",2.3947949605822,0.877022681956966,0.508,3.37506223976519,3.45979465408034,0,0,108,1500,0.8112,9.78453638994295
75016,0,0.3,"platy","ReserveTW4","ridge-LSE",2.38697599692332,0.877029610288927,0.5068,3.37562653855648,3.46120337799822,0,0,108,1500,0.8112,9.78453638994295
75016,0,0.3,"platy","ReserveTW4","Huber",2.83896652979709,0.877589455540074,0.444,3.36208513175682,3.36807131912838,0,0,108,1500,0.8112,9.78453638994295
75016,0,0.3,"platy","ReserveTW4","L1",3.00967222816328,0.885026416413927,0.7344,3.42597265014151,2.33632274093954,0,0,108,1500,0.8112,9.78453638994295
75017,0,0.3,"platy","MSE","PMM",2.19572906835668,0.815288141179457,0.4964,3.31684954185688,4.13338970101516,0,0.888888888888889,108,1500,0.6348,10.4579249351499
75017,0,0.3,"platy","MSE","LSE",4.70443926748992,0.815593045662839,0.3932,3.31314753881663,3.7262470574523,0,0,108,1500,0.6348,10.4579249351499
75017,0,0.3,"platy","MSE","ridge-LSE",2.01630708546539,0.816859750048624,0.4784,3.29997970708928,3.72870110540595,0,0,108,1500,0.6348,10.4579249351499
75017,0,0.3,"platy","MSE","Huber",4.44752921909257,0.816118985742211,0.3784,3.30174512450165,3.59191873844403,0,0,108,1500,0.6348,10.4579249351499
75017,0,0.3,"platy","MSE","L1",4.45118429979442,0.825477154161191,0.3696,3.30593564365865,3.79709431580826,0,0,108,1500,0.6348,10.4579249351499
75017,0,0.3,"platy","ReserveTW4","PMM",2.19572906835668,0.815288141179457,0.4964,3.31684954185688,4.13338970101516,0,0.888888888888889,108,1500,0.6348,10.4579249351499
